pos_x, pos_y, pos_z, ori_x, ori_y, ori_z, f_x, f_y, f_z, q_base, q_shoulder, q_elbow, q_wrist1, q_wrist2, q_wrist3
0.6556905551742901, 0.03785790145320662, 0.33478903860620957, -1.1954001921336326, -2.8017564265275867, -0.1740268613321911, 2.8879181215112513, 0.08338002027267902, 2.7510884147468784, -0.024247948080301285, -2.0678975582122803, -1.5976003408432007, -0.9262260794639587, 1.563493251800537, 2.6727592945098877
0.6557160308495203, 0.037866911162894076, 0.3347727638383724, -1.1954370929376177, -2.801775711182209, -0.17395197828843842, 3.270501860223811, 0.1759103389837278, 2.6243375507858775, 0.29980799555778503, -1.6674424409866333, -2.114001989364624, -0.926612913608551, 1.7124474048614502, 2.674842119216919
0.6556867234303245, 0.037914815365705005, 0.33472328761756137, -1.1952879056421526, -2.801752573838606, -0.1739479509076229, 2.7094447119197484, -0.049439088173822754, 2.727226070734007, 0.29982396960258484, -1.6673780679702759, -2.1139943599700928, -0.926600992679596, 1.7124394178390503, 2.674830198287964
0.6557107807349287, 0.03789829197850113, 0.33482604777099667, -1.1953802955856945, -2.801862570040589, -0.1740961755540543, 2.493948321801632, -0.06277165347265345, 2.7384297905765096, 0.2997996509075165, -1.6674185991287231, -2.11403489112854, -0.9265976548194885, 1.7124354839324951, 2.6748499870300293
0.6557000009070991, 0.03789278963799611, 0.3347970025080322, -1.1953468243335774, -2.8018470084134597, -0.17401285662648508, 2.5401696142877332, -0.02829840658342267, 2.620549143305051, 0.2998443841934204, -1.6674104928970337, -2.114014148712158, -0.926612913608551, 1.712423324584961, 2.674842119216919
0.6557003072662693, 0.037888999038021065, 0.3348107953111237, -1.195359046464858, -2.8018732020411545, -0.17408914840403553, 2.21776993882347, -0.2293521669458705, 2.797706127721181, 0.2998642921447754, -1.6674143075942993, -2.114014148712158, -0.9266169667243958, 1.7124677896499634, 2.674854278564453
0.6556834369068978, 0.03786574361028425, 0.3347335003235862, -1.1954048543021647, -2.8017367796521246, -0.1739414863292942, 2.5917829386478535, -0.1419503364306217, 2.553880913979217, 0.2997840940952301, -1.6674262285232544, -2.114014148712158, -0.9266210198402405, 1.7124310731887817, 2.674854278564453
0.655685354595187, 0.037902824342235034, 0.3347725139840665, -1.195329520246192, -2.801809151165974, -0.17397000377044528, 2.6696125164536624, 0.12929423844933058, 2.619174677574333, 0.29985660314559937, -1.6674104928970337, -2.114046096801758, -0.926612913608551, 1.7124314308166504, 2.674870252609253
0.6556953009070046, 0.037847129042371516, 0.3348246855710771, -1.1954643855353702, -2.8018213758894364, -0.1740712093732668, 2.069301033812754, -0.22114989005729108, 2.792574271225004, 0.29977598786354065, -1.667366623878479, -2.114014148712158, -0.9266169667243958, 1.712435245513916, 2.674854278564453
0.6556860157616546, 0.03791189422780622, 0.3348070267167856, -1.1953240569764598, -2.8018658217302526, -0.17397392394818526, 2.6717371605528, -0.27441487694083166, 2.6964896969047603, 0.2998161017894745, -1.6674104928970337, -2.114042043685913, -0.9265695214271545, 1.7124758958816528, 2.6748945713043213
0.6557132367103286, 0.03792355443696487, 0.3347620518330139, -1.19528853664123, -2.8018509180132583, -0.17394192883416484, 2.6019236855614127, -0.1656058754585614, 2.858400089229803, 0.29984405636787415, -1.6674104928970337, -2.1140544414520264, -0.9266530871391296, 1.7124273777008057, 2.6748743057250977
0.6556899129926367, 0.037880480072094595, 0.33477073040613853, -1.195399832032401, -2.8017651403065402, -0.17396822605376555, 2.1763162714689197, -0.4515928985786848, 3.0339008559921776, 0.2998647689819336, -1.6673976182937622, -2.114042043685913, -0.9266169667243958, 1.7124512195587158, 2.674870252609253
0.6556952969817025, 0.03785635983871891, 0.3347448319271387, -1.195384145772156, -2.801770060243921, -0.17393076500446913, 2.7642990323520094, -0.013581475331788828, 2.5622078462045903, 0.2998400032520294, -1.667434811592102, -2.114018440246582, -0.926577627658844, 1.7123955488204956, 2.674870252609253
0.6557005407804541, 0.037836443258876834, 0.33474459695322206, -1.1954576545694255, -2.8017664373985207, -0.17387309607218326, 2.473656008562414, -0.08161060516787672, 2.54791392762175, 0.2997675836086273, -1.6674667596817017, -2.1140389442443848, -0.9266249537467957, 1.7123794555664062, 2.6748461723327637
0.6557095794265841, 0.03793601151416385, 0.3348497176268965, -1.1952804927459362, -2.801929811853107, -0.17409503560363956, 2.7375662744117117, 0.1083632879916506, 2.7389892310558834, 0.29989972710609436, -1.6674104928970337, -2.114014148712158, -0.9265815019607544, 1.7124273777008057, 2.6748783588409424
0.6557238701586388, 0.03790055282692262, 0.3347564523684401, -1.1953638390698471, -2.801777099136207, -0.17398959724748164, 2.4192946922405434, -0.032313910017434555, 2.5258434970830788, 0.29984402656555176, -1.6674185991287231, -2.114030599594116, -0.9265856146812439, 1.7124074697494507, 2.6748743057250977
0.6557054761116768, 0.037908550384508764, 0.3348169459564194, -1.195320422236572, -2.8019315071268154, -0.17407638670380032, 2.895020655912243, 0.47341788729249357, 2.511058396455862, 0.29987967014312744, -1.6673856973648071, -2.1139986515045166, -0.9266210794448853, 1.7124470472335815, 2.6748862266540527
0.6556788356060403, 0.037881023705084296, 0.3347970807047399, -1.1953791686791126, -2.8018024672284416, -0.17398070518622014, 2.335402692010771, 0.07699567924943437, 2.6974761377455585, 0.29983577132225037, -1.6673775911331177, -2.114042043685913, -0.9266530275344849, 1.7124273777008057, 2.6748621463775635
